#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2024-06-06T13:54:43 [V7.33.3]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2024-06-06T13:54:44	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-oc.form=dec&-out.max=999999&-order=I&-out.src=J/A+A/618/A93/members&-c.eq=J2000&-c.r=  2&-c.u=arcmin&-c.geom=r&-source=J/A+A/618/A93/members&-out=RA_ICRS&-out=DE_ICRS&-out=Source&-out=GLON&-out=GLAT&-out=plx&-out=pmRA&-out=pmDE&-out=o_Gmag&-out=Gmag&-out=BP-RP&-out=PMemb&-out=Cluster&Cluster=NGC_2632&-out=SimbadName&-out=_RA.icrs&-out=_DE.icrs&	  Full request URL (POST)
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=7.33.3	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_36180093
#Name: J/A+A/618/A93
#Title: Gaia DR2 open clusters in the Milky Way (Cantat-Gaudin+, 2018)
#INFO	ivoid=ivo://cds.vizier/j/a+a/618/a93	    IVOID of underlying data collection
#INFO	creator=Cantat-Gaudin T.	    First author or institution
#INFO	cites=bibcode:2018A&A...618A..93C	    Article or Data origin sources
#INFO	editor=Astronomy and Astrophysics	    Editor name (article)
#INFO	original_date=2018	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/A+A/618/A93	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier.36180093	    Dataset identifier that can be used for citation
#INFO	publication_date=2020-09-30	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Coosys	H_2015.500:	ICRS
#Table	J_A_A_618_A93_members:
#Name: J/A+A/618/A93/members
#Title: Membership probabilities of all individual stars
#Column	RA_ICRS	(F15.11)	[] Gaia DR2 right ascension (ICRS) at Ep=2015.5 (ra)	[ucd=pos.eq.ra;meta.main]
#Column	DE_ICRS	(F15.11)	Gaia DR2 declination (ICRS) at Ep=2015.5 (dec)	[ucd=pos.eq.dec;meta.main]
#Column	Source	(I19)	Gaia DR2 source_id (source_id)	[ucd=meta.id;meta.main]
#Column	GLON	(F14.10)	[] Gaia DR2 Galactic longitude (l)	[ucd=pos.galactic.lon]
#Column	GLAT	(F14.10)	Gaia DR2 Galactic latitude (b)	[ucd=pos.galactic.lat]
#Column	plx	(F10.4)	Gaia DR2 parallax (parallax)	[ucd=pos.parallax.trig]
#Column	pmRA	(F9.3)	Gaia DR2 proper motion along RA (pmra)	[ucd=pos.pm;pos.eq.ra]
#Column	pmDE	(F9.3)	Gaia DR2 proper motion along DE (pmdec)	[ucd=pos.pm;pos.eq.dec]
#Column	o_Gmag	(I3)	Gaia DR2 number of G observations (phot_g_n_obs)	[ucd=meta.number]
#Column	Gmag	(F9.6)	Gaia DR2 mean G magnitude (phot_g_mean_mag)	[ucd=phot.mag;em.opt]
#Column	BP-RP	(F9.6)	? Gaia DR2 BP minus RP colour null if missing in DR2 (bp_rp)	[ucd=phot.color;em.opt.B;em.opt.R]
#Column	PMemb	(F4.1)	Membership probability (proba)	[ucd=stat.fit.goodness]
#Column	Cluster	(a17)	Corresponding cluster (cluster)	[ucd=meta.id.parent]
#Column	SimbadName	(A28)	Simbad column added by the CDS	[ucd=meta.id]
#Column	_RA.icrs	(F15.11)	Right ascension (ICRS) at Epoch=J2000, proper motions taken into account	[ucd=pos.eq.ra]
#Column	_DE.icrs	(F15.11)	Declination (ICRS) at Epoch=J2000, proper motions taken into account	[ucd=pos.eq.dec]
RA_ICRS	DE_ICRS	Source	GLON	GLAT	plx	pmRA	pmDE	o_Gmag	Gmag	BP-RP	PMemb	Cluster	SimbadName	_RA.icrs	_DE.icrs
130.18481775048	+18.65646894614	 659489518178180864	207.0723609625	 32.2043850888	    5.3094	  -34.855	  -12.257	237	12.636957	 1.242955	 1.0	NGC_2632         	Gaia DR2  659489518178180864	130.18497614366	+18.65652171927
129.91898092217	+18.61625721829	 659485807326329600	207.0107015375	 31.9547052776	    5.2843	  -35.095	  -11.546	234	17.083097	 3.031220	 0.9	NGC_2632         	                            	129.91914036824	+18.61630693017
129.09744323958	+18.40579129920	 659561604909477632	206.9133388151	 31.1520200257	    5.1993	  -34.695	  -11.832	251	15.176469	 2.184048	 1.0	NGC_2632         	Gaia DR2  659561604909477632	129.09760067460	+18.40584224247
129.17097514707	+18.30725597883	 659547998453087488	207.0501658303	 31.1815603562	    5.4213	  -36.247	  -11.845	262	15.473185	 2.320899	 1.0	NGC_2632         	Gaia DR2  659547998453087488	129.17113953075	+18.30730697807
130.38124248310	+18.50056278079	 659472235229782912	207.3231460662	 32.3227138775	    5.3702	  -36.594	  -13.031	377	10.261184	 0.707566	 1.0	NGC_2632         	Gaia DR2  659472235229782912	130.38140862687	+18.50061888641
130.35058468934	+18.23404390253	 659411796450014464	207.6050221734	 32.1999818265	    5.3081	  -36.522	  -12.312	349	14.880089	 2.170081	 1.0	NGC_2632         	Gaia DR2  659411796450014464	130.35075025032	+18.23409691246
129.52966565940	+17.78239190323	 659329126920001408	207.7670472816	 31.3086329540	    5.3898	  -36.440	  -11.500	218	15.748260	 2.557200	 1.0	NGC_2632         	Gaia DR2  659329126920001408	129.52983042589	+17.78244141705
130.46767756191	+18.05185686131	 659393929386140288	207.8533117990	 32.2380536747	    5.5112	  -36.534	  -12.384	424	14.349368	 1.897286	 1.0	NGC_2632         	Gaia DR2  659393929386140288	130.46784300481	+18.05191018124
130.04081504471	+18.09717318399	 659388466187693440	207.6303385943	 31.8760938499	    5.6002	  -36.377	  -12.891	230	13.055716	 1.408139	 1.0	NGC_2632         	Gaia DR2  659388466187693440	130.04097981917	+18.09722868684
128.97713320235	+18.14930007165	 659539236719824768	207.1442388125	 30.9527478392	    5.2221	  -34.620	  -11.735	225	10.735033	 0.767685	 1.0	NGC_2632         	Gaia DR2  659539236719824768	128.97729006495	+18.14935059728
129.71168684456	+18.01452109134	 659427464490677632	207.5876134396	 31.5544893730	    5.5048	  -35.057	  -11.116	226	16.745358	 2.732642	 0.9	NGC_2632         	                            	129.71184556524	+18.01456895183
129.62764436643	+18.12172402285	 659443819726136704	207.4364044055	 31.5188930280	    5.0572	  -33.961	  -10.549	207	14.989451	 2.473033	 0.8	NGC_2632         	                            	129.62779821885	+18.12176944209
129.64293880084	+18.18802259794	 659445743871414528	207.3700549686	 31.5564280327	    5.5248	  -37.214	  -11.834	255	14.844673	 2.090165	 1.0	NGC_2632         	Gaia DR2  659445743871414528	129.64310745420	+18.18807354981
130.09218966249	+18.12348560276	 659388947224025856	207.6222343918	 31.9311331979	    5.3683	  -35.078	  -11.731	226	14.684579	 2.013641	 1.0	NGC_2632         	Gaia DR2  659388947224025856	130.09234857682	+18.12353611117
130.24848010068	+18.36782433600	 659463610935469440	207.4163632578	 32.1575885394	    5.0349	  -37.111	  -13.749	267	11.713224	 1.187830	 0.8	NGC_2632         	                            	130.24864846167	+18.36788353301
130.07095139639	+18.60823001231	 659488349947010176	207.0801672626	 32.0863792686	    5.3860	  -37.247	  -11.779	217	17.299139	 2.891325	 1.0	NGC_2632         	Gaia DR2  659488349947010176	130.07112061160	+18.60828072737
130.23275097974	+18.24611613481	 659414785747258880	207.5441429053	 32.0999144878	    5.2188	  -36.752	  -14.116	290	16.785307	 3.003421	 0.9	NGC_2632         	                            	130.23291759493	+18.24617691196
129.00181847426	+17.97589345511	 659532399131904768	207.3425027428	 30.9115393121	    5.3431	  -34.643	  -11.643	249	15.536804	 2.423987	 1.0	NGC_2632         	Gaia DR2  659532399131904768	129.00197528621	+17.97594358463
130.12928598160	+18.43221607986	 659467871542951552	207.2975109927	 32.0750979546	    5.3024	  -34.551	  -11.739	234	15.936785	 2.446178	 1.0	NGC_2632         	Gaia DR2  659467871542951552	130.12944278728	+18.43226662271
129.34496848193	+17.68752108785	 659321499058103424	207.7949974281	 31.1101973041	    5.2090	  -35.217	  -11.529	250	17.006727	 2.906267	 0.9	NGC_2632         	                            	129.34512763422	+17.68757072654
130.07939850411	+18.36189910127	 659462855021155840	207.3549087544	 32.0056855788	    5.1812	  -35.443	  -11.817	230	16.078579	 2.485103	 1.0	NGC_2632         	Gaia DR2  659462855021155840	130.07955929238	+18.36194997995
130.13982678336	+18.67443892802	 659490510313883264	207.0345854076	 32.1709528934	    5.3116	  -37.070	  -11.887	217	11.453332	 0.944960	 1.0	NGC_2632         	Gaia DR2  659490510313883264	130.13999526011	+18.67449010808
130.10153180638	+18.45376165880	 659468215140335104	207.2626428299	 32.0582365673	    5.3069	  -33.845	  -14.483	228	11.377359	 1.021680	 1.0	NGC_2632         	Gaia DR2  659468215140335104	130.10168542723	+18.45382401610
129.95648479793	+18.34737875347	 659466222275521792	207.3214815456	 31.8915977991	    5.3072	  -34.908	  -11.913	219	 9.027759	 0.481041	 1.0	NGC_2632         	Gaia DR2  659466222275521792	129.95664314584	+18.34743004549
129.90415347540	+17.78881587168	 659373141744409984	207.9126853668	 31.6429525455	    5.3188	  -35.628	  -10.365	259	14.752681	 2.041262	 0.9	NGC_2632         	                            	129.90431457615	+17.78886049870
129.33001745406	+18.14820542688	 659354450047069824	207.2874641237	 31.2648519308	    5.3322	  -35.654	  -12.255	208	13.926704	 1.713923	 1.0	NGC_2632         	Gaia DR2  659354450047069824	129.33017900068	+18.14825819140
128.72424263879	+18.01811938304	 659524805629742592	207.1847002609	 30.6811001917	    5.3697	  -35.087	  -12.647	254	17.857454	 3.096218	 1.0	NGC_2632         	Gaia DR2  659524805629742592	128.72440149855	+18.01817383534
129.90615084083	+18.17034713976	 659436153207801344	207.4955921472	 31.7832185862	    5.3450	  -35.264	  -11.206	248	12.051959	 1.070989	 1.0	NGC_2632         	Gaia DR2  659436153207801344	129.90631064063	+18.17039538775
128.69627698505	+18.02109001797	 659524152794716032	207.1702122731	 30.6574195152	    5.2063	  -33.939	  -11.690	270	13.248028	 1.427448	 1.0	NGC_2632         	Gaia DR2  659524152794716032	128.69643064971	+18.02114034985
129.79552635457	+18.17593690415	 659439078082230016	207.4448162259	 31.6872305263	    5.4660	  -37.584	  -12.059	249	10.114675	 0.698825	 1.0	NGC_2632         	Gaia DR2  659439078082230016	129.79569667297	+18.17598882477
129.87755343639	+17.98084778373	 659380666527013248	207.6917094792	 31.6892558009	    5.0976	  -36.796	  -11.772	290	17.489670	 2.868193	 0.9	NGC_2632         	                            	129.87771999860	+17.98089846866
129.86424713950	+18.24873823607	 659441242745739648	207.3926929405	 31.7743851102	    5.4177	  -34.493	  -11.353	259	17.289211	 3.000633	 0.9	NGC_2632         	                            	129.86440351586	+18.24878711698
129.11573688931	+17.91481586372	 659343626729512832	207.4548995493	 30.9901802858	    5.4041	  -36.827	  -14.389	233	10.665988	 0.771448	 0.9	NGC_2632         	                            	129.11590352963	+17.91487781629
129.13112960267	+18.31522717471	 659559783843349120	207.0255124628	 31.1491646976	    5.4547	  -33.887	  -12.202	246	17.073936	 3.042970	 1.0	NGC_2632         	Gaia DR2  659559783843349120	129.13128329060	+18.31527971104
130.29366467612	+18.26858903004	 659415129344636544	207.5439613343	 32.1619734112	    5.6222	  -36.901	  -12.613	345	15.544751	 2.420880	 1.0	NGC_2632         	Gaia DR2  659415129344636544	130.29383198844	+18.26864333594
128.94659902188	+18.14158594426	 659550884671134336	207.1403390379	 30.9229111304	    5.5256	  -36.733	  -12.487	190	16.529835	 2.788426	 1.0	NGC_2632         	Gaia DR2  659550884671134336	128.94676545110	+18.14163970766
128.97024549065	+18.31408530930	 659559027929113728	206.9623228587	 31.0063354652	    5.4113	  -36.649	  -12.196	228	15.829994	 2.499270	 1.0	NGC_2632         	Gaia DR2  659559027929113728	128.97041170400	+18.31413781978
129.04997811112	+17.87960211472	 659343111333443968	207.4664895417	 30.9190672904	    5.2701	  -34.658	  -11.611	245	17.614622	 3.004021	 0.9	NGC_2632         	                            	129.05013490569	+17.87965210646
128.99646563160	+18.30818224271	 659558993569374848	206.9792438877	 31.0274111681	    5.3167	  -34.737	  -11.711	215	15.763354	 2.408590	 1.0	NGC_2632         	Gaia DR2  659558993569374848	128.99662316813	+18.30823266501
130.15090418122	+17.95007828181	 659370461684793216	207.8365008111	 31.9203774594	    5.1375	  -36.102	  -11.591	279	16.408344	 2.772201	 1.0	NGC_2632         	Gaia DR2  659370461684793216	130.15106757348	+17.95012818744
129.26423863014	+19.17804724109	 659763880689114240	206.1343648162	 31.5749751115	    5.6715	  -38.218	  -13.295	193	13.162781	 1.421666	 0.9	NGC_2632         	                            	129.26441284865	+19.17810448337
129.73704956873	+18.85808458401	 659698219229186688	206.6722069220	 31.8797905221	    5.5230	  -36.809	  -12.947	223	15.887369	 2.715938	 1.0	NGC_2632         	Gaia DR2  659698219229186688	129.73721704157	+18.85814032796
129.63452109068	+18.78129619867	 659691656519169920	206.7160767612	 31.7617859298	    5.4076	  -35.103	  -12.348	271	16.125387	 2.510368	 1.0	NGC_2632         	Gaia DR2  659691656519169920	129.63468072866	+18.78134936360
129.21498437883	+19.07634498602	 659760650873719040	206.2266911187	 31.4954985477	    5.3375	  -34.322	  -13.111	239	13.343520	 1.476481	 1.0	NGC_2632         	Gaia DR2  659760650873719040	129.21514074095	+19.07640143609
129.22377124788	+18.49580208159	 659656094190005376	206.8655619780	 31.2962176358	    5.3402	  -34.840	  -11.682	249	13.486948	 1.542989	 1.0	NGC_2632         	Gaia DR2  659656094190005376	129.22392942375	+18.49585237902
128.64282360562	+18.79900195719	 659636406059748608	206.3045877268	 30.8910436909	    5.0340	  -34.518	  -12.598	203	16.054152	 2.601266	 1.0	NGC_2632         	Gaia DR2  659636406059748608	128.64298059970	+18.79905619851
129.36257173299	+18.97661970981	 659744295638254336	206.3941163204	 31.5906427462	    5.5352	  -35.768	  -12.386	209	16.083649	 2.539896	 1.0	NGC_2632         	Gaia DR2  659744295638254336	129.36273458493	+18.97667303835
129.23422907697	+18.96327430552	 659724195191319936	206.3582340633	 31.4724313872	    5.4463	  -34.807	  -12.500	248	14.245193	 2.124904	 1.0	NGC_2632         	Gaia DR2  659724195191319936	129.23438754079	+18.96332812490
129.55580871847	+19.14157126458	 659753126090987776	206.2886775251	 31.8198177700	    5.3506	  -35.989	  -12.172	255	17.634932	 2.936586	 1.0	NGC_2632         	Gaia DR2  659753126090987776	129.55597273969	+19.14162367173
129.40910515568	+18.48242838006	 659645030354241536	206.9541371686	 31.4554480481	    5.2168	  -35.469	  -11.579	233	12.771340	 1.298164	 1.0	NGC_2632         	Gaia DR2  659645030354241536	129.40926617469	+18.48247823402
129.21494681127	+18.83863600563	 659719419187699712	206.4871721561	 31.4110625934	    5.4262	  -35.795	  -12.953	229	17.477577	 3.021210	 1.0	NGC_2632         	Gaia DR2  659719419187699712	129.21510965177	+18.83869177542
129.26100605520	+19.32841517601	 659774291689774848	205.9678703126	 31.6250788065	    5.4089	  -33.337	  -11.783	251	15.793995	 2.506890	 0.8	NGC_2632         	                            	129.26115816280	+19.32846590831
129.07907721266	+18.91898150752	 659734125155723008	206.3456479867	 31.3195189086	    5.4493	  -36.700	  -13.489	236	15.931406	 2.501775	 1.0	NGC_2632         	Gaia DR2  659734125155723008	129.07924425031	+18.91903958508
129.74049544481	+18.77518273685	 659680072990872704	206.7648134286	 31.8533761862	    5.6771	  -35.927	  -12.703	202	16.570196	 2.836025	 1.0	NGC_2632         	Gaia DR2  659680072990872704	129.74065882417	+18.77523743025
129.17773670594	+18.89518805783	 659722752082318976	206.4105689554	 31.3982874085	    5.3926	  -35.675	  -11.295	246	13.470006	 1.588004	 1.0	NGC_2632         	Gaia DR2  659722752082318976	129.17789905527	+18.89523668901
128.89862438952	+18.99567091773	 659739072957970176	206.1908274356	 31.1872671519	    5.1996	  -35.146	  -11.907	227	14.711002	 2.010682	 1.0	NGC_2632         	Gaia DR2  659739072957970176	128.89878442780	+18.99572218391
129.35066395852	+19.41695030070	 659777074828577024	205.9053368288	 31.7353539870	    5.3728	  -34.983	  -13.472	252	14.976298	 2.345115	 1.0	NGC_2632         	Gaia DR2  659777074828577024	129.35082366313	+19.41700830507
129.05011949089	+18.73545763850	 659713818550364160	206.5348240694	 31.2284732403	    5.5003	  -35.658	  -13.027	187	16.939386	 2.970224	 1.0	NGC_2632         	Gaia DR2  659713818550364160	129.05028160880	+18.73551372690
129.82857373983	+18.81008782147	 659685231248166784	206.7613052364	 31.9437210906	    5.5535	  -34.487	  -12.248	251	16.658535	 2.806791	 0.9	NGC_2632         	                            	129.82873060325	+18.81014055585
128.96161922741	+18.89539900766	 659734537472590336	206.3251620803	 31.2072813940	    5.2263	  -32.807	  -10.503	232	15.907125	 2.831370	 0.5	NGC_2632         	                            	128.96176852527	+18.89544422885
129.38411426125	+18.88392721737	 659742367196651392	206.5043305351	 31.5767854462	    5.2879	  -34.136	  -12.694	201	15.477041	 2.329517	 1.0	NGC_2632         	Gaia DR2  659742367196651392	129.38426959648	+18.88398187203
128.65176353475	+18.39800914226	 659608295497452160	206.7438716957	 30.7548108375	    5.1788	  -33.461	  -11.150	282	14.474058	 1.925845	 0.7	NGC_2632         	                            	128.65191536341	+18.39805714914
129.09437341053	+19.19143100342	 659766114072052608	206.0532537312	 31.4295971748	    5.4737	  -35.424	  -12.350	272	12.129682	 1.111010	 1.0	NGC_2632         	Gaia DR2  659766114072052608	129.09453490558	+19.19148417696
129.15157827747	+19.18515512789	 659765220718853504	206.0824993062	 31.4779279292	    5.3381	  -36.370	  -12.773	285	14.082102	 1.789420	 1.0	NGC_2632         	Gaia DR2  659765220718853504	129.15174407893	+19.18521012268
129.22528218699	+18.75680845363	 659716601689157760	206.5808268454	 31.3910283574	    5.5035	  -35.801	  -11.962	251	12.425856	 1.171486	 1.0	NGC_2632         	Gaia DR2  659716601689157760	129.22544497562	+18.75685995662
129.84724327654	+18.66552949105	 659674614089018112	206.9278873998	 31.9087855401	    5.3292	  -35.077	  -12.399	245	17.708584	 3.032787	 1.0	NGC_2632         	Gaia DR2  659674614089018112	129.84740268708	+18.66558287557
129.84765885852	+18.66642521650	 659674614089017984	206.9270670136	 31.9094728151	    5.2835	  -35.616	  -11.659	254	15.243824	 2.221177	 1.0	NGC_2632         	Gaia DR2  659674614089017984	129.84782071944	+18.66647541490
129.03713972750	+19.15852857641	 659765598675979904	206.0669366863	 31.3674001544	    5.2895	  -36.200	  -13.122	246	16.113047	 2.639792	 1.0	NGC_2632         	Gaia DR2  659765598675979904	129.03730472732	+19.15858507384
129.20381013934	+19.31642353132	 659774394768991744	205.9587688690	 31.5703347318	    5.3473	  -37.325	  -13.502	220	15.488722	 2.430269	 1.0	NGC_2632         	Gaia DR2  659774394768991744	129.20398043060	+19.31648166485
129.03583826046	+18.74743228888	 659714024708794240	206.5160936072	 31.2201222632	    5.4541	  -36.276	  -12.909	238	14.254088	 1.865837	 1.0	NGC_2632         	Gaia DR2  659714024708794240	129.03600319978	+18.74748786922
129.19613422802	+18.57964796261	 659661213791017600	206.7629676109	 31.3018597336	    4.9911	  -33.088	  -10.805	257	12.505920	 1.142579	 0.7	NGC_2632         	                            	129.19628452343	+18.57969448408
129.87779820824	+18.94810084719	 659689109602230272	206.6286272724	 32.0362091794	    5.1618	  -36.475	  -12.253	246	17.858948	 2.953037	 0.9	NGC_2632         	                            	129.87796425076	+18.94815360309
129.65497324685	+19.02108373161	 659704266543218816	206.4603303333	 31.8649464893	    5.3080	  -34.303	   -9.875	220	13.275563	 1.590770	 0.8	NGC_2632         	                            	129.65512947037	+19.02112624891
